P16,,,,
Dia,Oil Rate SC  [Ruído],Water Rate SC  [Ruído],Gas Rate SC  [Ruído],Well Bottom-hole Pressure   [Ruído]
30,0,0,0,63957.74552
31,0,0,0,61784.68416
32,0,0,0,61795.31188
33,0,0,0,62166.47221
34,0,0,0,62962.31248
35,0,0,0,61893.1061
36,0,0,0,63978.22886
37,0,0,0,63947.34993
38,0,0,0,63289.19568
39,0,0,0,62950.91518
40,0,0,0,63150.66829
41,0,0,0,61762.66556
42,0,0,0,61594.25704
43,0,0,0,63652.35519
44,0,0,0,63182.16679
45,0,0,0,63072.67135
46,0,0,0,62819.79639
47,0,0,0,61822.51775
48,0,0,0,61658.35097
49,0,0,0,62825.3594
50,0,0,0,62232.593
51,0,0,0,61938.52313
52,0,0,0,62960.15505
53,0,0,0,63832.55479
54,0,0,0,62832.44055
55,0,0,0,62331.00921
56,0,0,0,63985.16246
57,0,0,0,63145.68804
58,0,0,0,63550.06983
59,0,0,0,61886.65306
60,0,0,0,62111.0829
61,0,0,0,62546.50535
62,0,0,0,63418.31429
63,0,0,0,61729.34802
64,0,0,0,63085.05924
65,0,0,0,61595.61784
66,0,0,0,62554.22792
67,0,0,0,63850.27215
68,0,0,0,62738.62873
69,0,0,0,63598.3739
70,0,0,0,62239.32323
71,0,0,0,62350.51809
72,0,0,0,63481.79808
73,0,0,0,63026.40719
74,0,0,0,62600.28176
75,0,0,0,62070.74177
76,0,0,0,61626.68806
77,0,0,0,62413.69933
78,0,0,0,62698.88393
79,0,0,0,62234.05212
80,0,0,0,63970.1587
81,0,0,0,62035.32241
82,0,0,0,61534.15808
83,0,0,0,62587.17784
84,0,0,0,62116.44242
85,0,0,0,62817.48338
86,0,0,0,62242.64729
87,0,0,0,62469.11962
88,0,0,0,63342.5135
89,0,0,0,63634.60981
90,0,0,0,62859.58215
91,0,0,0,62349.60815
92,0,0,0,63589.56616
93,0,0,0,63165.61733
94,0,0,0,63683.20546
95,0,0,0,63498.44272
96,0,0,0,63908.23625
97,0,0,0,62601.84076
98,0,0,0,61988.33577
99,0,0,0,62713.16936
100,0,0,0,63883.02061
101,0,0,0,61717.27418
102,0,0,0,61608.40039
103,0,0,0,62998.88367
104,0,0,0,62710.91203
105,0,0,0,62256.99177
106,0,0,0,63085.28711
107,0,0,0,61799.27128
108,0,0,0,62019.23753
109,0,0,0,63583.32506
110,0,0,0,61906.76179
111,0,0,0,62909.41651
112,0,0,0,63247.99049
113,0,0,0,62013.29359
114,0,0,0,63425.71124
115,0,0,0,63573.09749
116,0,0,0,63775.1669
117,0,0,0,61496.2305
118,0,0,0,63759.79814
119,0,0,0,62896.21744
120,0,0,0,62272.97085
121,0,0,0,61645.49553
122,0,0,0,63301.28579
123,0,0,0,63266.0627
124,0,0,0,62333.97374
125,0,0,0,63576.34248
126,0,0,0,62135.57016
127,0,0,0,62964.51324
128,0,0,0,62145.56007
129,0,0,0,62087.72741
130,0,0,0,63625.1297
131,0,0,0,62131.09275
132,0,0,0,62147.50846
133,0,0,0,62115.56829
134,0,0,0,63214.36728
135,0,0,0,62601.05642
136,0,0,0,63311.06729
137,0,0,0,62762.90836
138,0,0,0,63851.71905
139,0,0,0,63588.48611
140,0,0,0,62742.10055
