P14,,,,
Dia,Oil Rate SC  [Ruído],Water Rate SC  [Ruído],Gas Rate SC  [Ruído],Well Bottom-hole Pressure   [Ruído]
30,0,0,0,63952.05112
31,0,0,0,63354.81624
32,0,0,0,62705.71131
33,0,0,0,61853.4945
34,0,0,0,61749.98286
35,0,0,0,61792.04678
36,0,0,0,63367.53458
37,0,0,0,62145.48415
38,0,0,0,63363.09095
39,0,0,0,61690.45068
40,0,0,0,63056.3896
41,0,0,0,61792.96564
42,0,0,0,62615.22681
43,0,0,0,63745.64292
44,0,0,0,61717.19032
45,0,0,0,63654.16174
46,0,0,0,61681.41026
47,0,0,0,63076.69476
48,0,0,0,62784.32101
49,0,0,0,62178.88925
50,0,0,0,61698.72538
51,0,0,0,63898.03457
52,0,0,0,62118.13193
53,0,0,0,63103.66287
54,0,0,0,61738.64531
55,0,0,0,61577.90113
56,0,0,0,61974.39658
57,0,0,0,63198.1341
58,0,0,0,62137.51572
59,0,0,0,61830.96752
60,0,0,0,63951.82015
61,0,0,0,62948.13055
62,0,0,0,61909.5019
63,0,0,0,62433.10547
64,0,0,0,63906.3871
65,0,0,0,63298.04313
66,0,0,0,63813.0657
67,0,0,0,62185.78567
68,0,0,0,63032.48685
69,0,0,0,61592.99443
70,0,0,0,61731.05849
71,0,0,0,62686.32751
72,0,0,0,62864.92407
73,0,0,0,63119.67754
74,0,0,0,61595.67568
75,0,0,0,62355.57027
76,0,0,0,63424.99809
77,0,0,0,63133.08377
78,0,0,0,62815.04487
79,0,0,0,63514.4106
80,0,0,0,62390.35366
81,0,0,0,63467.21516
82,0,0,0,63987.83119
83,0,0,0,61831.12066
84,0,0,0,61959.37859
85,0,0,0,63554.63431
86,0,0,0,62541.598
87,0,0,0,61528.09975
88,0,0,0,63716.06888
89,0,0,0,62336.72122
90,0,0,0,61869.04723
91,0,0,0,63073.78255
92,0,0,0,63186.48775
93,0,0,0,63611.40742
94,0,0,0,63130.93977
95,0,0,0,61727.15211
96,0,0,0,62052.08743
97,0,0,0,63556.16824
98,0,0,0,62830.36914
99,0,0,0,63915.27438
100,0,0,0,62009.94819
101,0,0,0,63186.02832
102,0,0,0,63454.64996
103,0,0,0,61897.39613
104,0,0,0,63266.24727
105,0,0,0,61888.35571
106,0,0,0,63057.38628
107,0,0,0,61568.32346
108,0,0,0,61779.78787
109,0,0,0,62240.94954
110,0,0,0,63713.2345
111,0,0,0,63682.73909
112,0,0,0,63221.19582
113,0,0,0,62341.01171
114,0,0,0,62207.92603
115,0,0,0,63228.3207
116,0,0,0,62573.46917
117,0,0,0,63339.26351
118,0,0,0,62896.56678
119,0,0,0,62631.01051
120,0,0,0,62573.08757
121,0,0,0,63387.14935
