P11,,,,
Dia,Oil Rate SC  [Ruído],Water Rate SC  [Ruído],Gas Rate SC  [Ruído],Well Bottom-hole Pressure   [Ruído]
30,6075.300751,0.031739269,2623866.348,55231.08026
31,6448.879711,0.051688861,2730762.197,59271.03132
32,6149.78893,0.068532202,2657529.883,58595.34687
33,6413.192888,0.069360423,2770661.051,56996.03348
34,6179.6246,0.076236559,2630960.015,56637.69132
35,6458.974984,0.092651541,2677442.267,57880.88376
36,6543.739318,0.088693932,2842904.182,57455.05752
37,6092.272374,0.089862571,2670087.094,57116.93541
38,6204.846606,0.093819957,2637611.603,56371.30069
39,6116.182649,0.09858103,2728259.255,57765.59861
40,6468.855921,0.09973333,2786994.647,56579.42017
41,6053.569,0.102010165,2688195.246,57230.06261
42,6067.471342,0.10209277,2611572.104,56083.00398
43,6085.548445,0.105816568,2648978.184,56530.30899
44,6545.603942,0.123860843,2647153.92,56786.49001
45,6184.198292,0.125587114,2788625.628,56968.29203
46,6122.173514,0.127905973,2822026.875,57527.51868
47,6183.514106,0.12346949,2618992.213,57018.37705
48,6230.68611,0.122543199,2792408.854,58077.33695
49,6133.957088,0.130739135,2743896.425,56316.33414
50,6241.016242,0.135448157,2779780.865,56576.17843
51,6305.739064,0.134496996,2685736.661,57593.95807
52,6373.031352,0.126293725,2672629.018,56003.20799
53,6391.184895,0.126110575,2626892.961,57793.91263
54,6068.017104,0.131168832,2863898.549,56758.21241
55,6359.783845,0.142214666,2719779.544,57867.26108
56,6088.380276,0.128121875,2720511.815,57156.43708
57,6593.456517,0.138739608,2740179.793,56394.95629
58,6140.633414,0.146508099,2833205.287,57343.83608
59,6073.150414,0.127794327,2645532.815,56077.16521
60,6198.044325,0.135595627,2759171.065,57399.37965
61,6431.71842,0.132331951,2824729.291,56584.18133
62,6183.269168,0.137404901,2766220.585,57492.75581
63,6476.131946,0.147314678,2855883.637,55651.94721
64,6405.75806,0.14420262,2792246.083,57376.81646
65,6149.450221,0.145913129,2657180.211,57230.41003
66,6472.974278,0.146074663,2769980.024,56898.89381
67,6500.933152,0.133669521,2718366.62,57350.31512
68,6601.116935,0.141897685,2850509.184,56494.65106
69,6423.928328,0.137510399,2810138.081,56271.7729
70,6106.259401,0.140439208,2733035.411,57062.57809
71,6401.313462,0.156108185,2683042.004,57001.05139
72,6273.281656,0.155247217,2703524.081,57532.37278
73,6488.291043,0.156122563,2616237.345,55865.55889
74,6543.719358,0.151085363,2731430.696,56109.7251
75,6482.357869,0.154936953,2831425.016,57620.89528
76,6232.794357,0.14239511,2645096.024,55502.92512
77,6472.117466,0.147601858,2646772.85,57523.06698
78,6213.221432,0.145281196,2695251.661,56221.83422
79,6653.36552,0.148958984,2843016.533,56149.68763
80,6625.065329,0.154193734,2693313.723,55345.29868
81,6628.559892,0.163083233,2610056.569,55407.16571
82,6310.664507,0.151335321,2744698.548,56675.8116
83,6436.729999,0.160803725,2620940.644,55924.91941
84,6052.750437,0.147280319,2747628.856,57215.50867
85,6330.631797,0.154724377,2780762.174,57110.93743
86,6150.477376,0.164917419,2803556.449,56538.28847
87,6612.687401,0.156753696,2684707.333,57669.72949
88,6314.137452,0.161698615,2644393.597,56452.33732
89,6647.50451,0.151223465,2799648.29,55457.36602
90,6347.405626,0.150201535,2632035.245,57438.99149
91,6560.903233,0.148912088,2771195.444,55215.99266
92,6527.142569,0.161763145,2786028.21,56726.9599
93,6383.280185,0.145220098,2753781.865,55312.55922
94,6229.726103,0.167540637,2754212.954,55618.98538
95,6526.669261,0.151929889,2820276.309,55938.28055
96,6622.375505,0.147808073,2684551.128,56327.29434
97,6532.336136,0.163318478,2777625.823,56558.42198
98,6336.766484,0.164868905,2620449.759,55988.86424
99,6396.502617,0.155275786,2652247.972,57549.71496
100,6450.910734,0.168337031,2629640.465,55872.78734
101,6223.735161,0.15068402,2617086.854,57390.04294
102,6114.992368,0.148664981,2615410.049,57577.602
103,6496.458148,0.171074973,2646084.452,55989.29656
104,6252.39291,0.152345896,2620823.274,57362.8004
105,6347.116742,0.159951604,2732174.243,56235.49227
106,6427.520985,0.151576809,2784194.41,55550.91186
107,6331.54945,0.150269542,2792660.609,55855.21072
108,6490.486725,0.162608594,2707002.179,55574.69111
109,6408.797994,0.16465156,2778356.833,56729.94573
110,6372.600834,0.16296643,2753226.1,56444.48497
111,6160.217691,0.156159298,2698812.12,56103.55763
112,6611.356729,0.161441043,2607381.71,56399.22397
113,6477.015728,0.16716321,2776980.689,56547.33813
114,6501.556021,0.161952966,2653988.154,57258.53185
115,6084.364994,0.176101644,2850687.822,57110.48448
116,6303.624947,0.169866289,2623093.193,55968.09272
