P15,,,,
Dia,Oil Rate SC  [Ruído],Water Rate SC  [Ruído],Gas Rate SC  [Ruído],Well Bottom-hole Pressure   [Ruído]
30,0,0,0,63942.10128
31,0,0,0,62558.33469
32,0,0,0,62238.21197
33,0,0,0,61996.00492
34,0,0,0,63600.15613
35,0,0,0,63087.77346
36,0,0,0,62400.27001
37,0,0,0,63030.9878
38,0,0,0,63313.22908
39,0,0,0,63564.65408
40,0,0,0,63090.30896
41,0,0,0,61764.17403
42,0,0,0,63351.49576
43,0,0,0,63686.21712
44,0,0,0,62434.46528
45,0,0,0,63351.11052
46,0,0,0,63494.6521
47,0,0,0,62437.76873
48,0,0,0,62209.24129
49,0,0,0,62487.94748
50,0,0,0,63210.33609
51,0,0,0,61648.528
52,0,0,0,62524.67825
53,0,0,0,63454.15711
54,0,0,0,62270.63718
55,0,0,0,63198.80926
56,0,0,0,62963.9821
57,0,0,0,63158.77503
58,0,0,0,61569.68827
59,0,0,0,63103.91052
60,0,0,0,63020.46057
61,0,0,0,61475.40138
62,0,0,0,62648.46961
63,0,0,0,62068.39133
64,0,0,0,63483.58604
65,0,0,0,63694.28691
66,0,0,0,63171.84029
67,0,0,0,63002.40236
68,0,0,0,61613.33313
69,0,0,0,63838.3648
70,0,0,0,61970.57185
71,0,0,0,62505.00608
72,0,0,0,61900.03105
73,0,0,0,61800.44403
74,0,0,0,63341.50483
75,0,0,0,62199.40647
76,0,0,0,62513.99742
77,0,0,0,62760.27336
78,0,0,0,61484.08553
79,0,0,0,61602.73035
80,0,0,0,61905.25955
81,0,0,0,61479.86192
82,0,0,0,62749.75003
83,0,0,0,63452.54705
84,0,0,0,63281.8804
85,0,0,0,63172.61215
86,0,0,0,63636.65916
87,0,0,0,63241.38541
88,0,0,0,63515.32915
89,0,0,0,62969.29255
90,0,0,0,62347.94881
91,0,0,0,63956.55666
92,0,0,0,62113.65795
93,0,0,0,63374.09786
94,0,0,0,62132.33443
95,0,0,0,62595.07718
96,0,0,0,61703.40813
97,0,0,0,61805.75978
98,0,0,0,63653.50036
99,0,0,0,62041.13219
100,0,0,0,62928.1924
101,0,0,0,62437.3314
102,0,0,0,62517.55343
103,0,0,0,62430.26511
104,0,0,0,62972.92272
105,0,0,0,62055.35983
106,0,0,0,61795.71536
107,0,0,0,62925.21566
108,0,0,0,63140.83395
109,0,0,0,61634.43057
110,0,0,0,62795.05433
111,0,0,0,63279.85255
112,0,0,0,61958.2537
113,0,0,0,63418.6356
114,0,0,0,61538.47623
115,0,0,0,63382.60506
116,0,0,0,61895.87775
117,0,0,0,62401.65491
118,0,0,0,62049.87632
119,0,0,0,62744.68943
120,0,0,0,63663.48886
121,0,0,0,62499.49782
122,0,0,0,63401.70193
123,0,0,0,63161.57993
124,0,0,0,63577.83793
125,0,0,0,63358.61681
126,0,0,0,61836.15832
127,0,0,0,63922.88085
128,0,0,0,63210.48844
129,0,0,0,63201.35385
130,0,0,0,62687.8297
131,0,0,0,62870.10654
132,0,0,0,61494.0362
133,0,0,0,63938.07553
134,0,0,0,62842.78359
135,0,0,0,62751.12197
136,0,0,0,63671.31405
137,0,0,0,63518.02742
138,0,0,0,63930.29598
139,0,0,0,63434.98753
140,0,0,0,62159.19661
141,0,0,0,62034.95758
142,0,0,0,61873.67921
143,0,0,0,62099.60873
144,0,0,0,61481.43296
145,0,0,0,61523.47949
146,0,0,0,62924.0157
147,0,0,0,62098.52194
148,0,0,0,62053.27875
149,0,0,0,63301.13237
150,0,0,0,61733.11702
151,0,0,0,62260.42507
152,0,0,0,62383.93131
153,0,0,0,62935.51924
154,0,0,0,61803.27908
155,0,0,0,62578.94034
156,0,0,0,62463.85405
157,0,0,0,61798.8133
158,0,0,0,63799.33698
159,0,0,0,63082.19382
160,0,0,0,62436.29032
161,0,0,0,62556.03372
162,0,0,0,61773.11747
163,0,0,0,61624.84192
164,0,0,0,61981.26201
165,0,0,0,62514.03552
166,0,0,0,63431.47867
167,0,0,0,62642.19105
168,0,0,0,62065.83013
169,0,0,0,62535.44274
170,0,0,0,63709.38583
171,0,0,0,62323.19428
172,0,0,0,61898.60224
173,0,0,0,62639.85477
174,0,0,0,63316.63458
175,0,0,0,62528.27239
176,0,0,0,62814.24145
177,0,0,0,61996.60139
178,0,0,0,61519.75976
179,0,0,0,63801.1596
180,0,0,0,61854.41212
181,0,0,0,62129.47262
182,0,0,0,61952.01035
183,0,0,0,62104.12297
184,0,0,0,61878.32755
185,0,0,0,63338.98431
186,0,0,0,63516.53252
187,0,0,0,62573.42465
188,0,0,0,63343.88877
189,0,0,0,63234.66737
190,0,0,0,62586.09561
191,0,0,0,61903.40662
192,0,0,0,62074.128
193,0,0,0,62491.81388
194,0,0,0,63745.54183
195,0,0,0,63017.51986
196,0,0,0,63473.63635
197,0,0,0,61544.65282
198,0,0,0,62329.8054
199,0,0,0,63560.17644
200,0,0,0,61971.2273
201,0,0,0,63401.8501
202,0,0,0,61470.87764
203,0,0,0,61725.05681
204,0,0,0,61619.85079
205,0,0,0,63779.4797
206,0,0,0,61727.40627
207,0,0,0,63760.24755
208,0,0,0,63968.17613
209,0,0,0,63880.03013
210,0,0,0,63348.50872
211,0,0,0,63642.34725
212,0,0,0,63884.39446
213,0,0,0,61833.40638
214,0,0,0,62051.0201
215,0,0,0,62355.62281
216,0,0,0,62538.58439
217,0,0,0,63164.92392
218,0,0,0,63253.14423
219,0,0,0,62014.8374
220,0,0,0,62685.44651
221,0,0,0,63786.97879
222,0,0,0,62911.06769
223,0,0,0,61980.9064
224,0,0,0,63007.83036
225,0,0,0,63506.39437
226,0,0,0,62706.94247
227,0,0,0,62711.49148
228,0,0,0,61986.1194
229,0,0,0,63543.79314
230,0,0,0,62698.40028
231,0,0,0,61689.6386
232,0,0,0,62874.48303
233,0,0,0,63251.0285
234,0,0,0,63926.03193
235,0,0,0,62280.87059
236,0,0,0,62550.84465
237,0,0,0,62400.79512
238,0,0,0,61860.08825
239,0,0,0,62235.87359
240,0,0,0,63663.16228
241,0,0,0,61573.17411
242,0,0,0,63181.04639
243,0,0,0,62832.75455
244,0,0,0,62623.93436
245,0,0,0,61976.11719
246,0,0,0,63971.04801
247,0,0,0,62858.1839
248,0,0,0,62946.82463
249,0,0,0,62261.74562
250,0,0,0,62098.34427
251,0,0,0,63313.87261
252,0,0,0,63958.85379
253,0,0,0,63746.66632
254,0,0,0,62013.69829
255,0,0,0,62154.82947
256,0,0,0,61793.10911
257,0,0,0,63972.78109
258,0,0,0,61650.74926
259,0,0,0,62428.82829
260,0,0,0,63054.60846
261,0,0,0,62605.98491
262,0,0,0,62740.5184
263,0,0,0,63050.86526
264,0,0,0,62452.79077
265,0,0,0,62127.96648
266,0,0,0,61498.15914
267,0,0,0,63135.64577
268,0,0,0,62850.63052
269,0,0,0,62138.91041
270,0,0,0,63511.30256
271,0,0,0,61713.27288
272,0,0,0,63844.86334
273,0,0,0,62458.55206
274,0,0,0,62161.48143
275,0,0,0,63605.9583
276,0,0,0,62074.34408
277,0,0,0,63773.08897
278,0,0,0,62177.85824
279,0,0,0,63219.29835
280,0,0,0,62393.02523
281,0,0,0,63389.06073
282,0,0,0,62475.10748
283,0,0,0,62350.01965
284,0,0,0,62529.69224
285,0,0,0,62539.23427
286,0,0,0,62248.01816
287,0,0,0,63547.19773
288,0,0,0,63247.91573
289,0,0,0,62657.25215
290,0,0,0,62389.94103
291,0,0,0,62396.57012
292,0,0,0,61592.28848
293,0,0,0,62031.85069
294,0,0,0,63256.12264
295,0,0,0,63356.19669
296,0,0,0,61609.14814
297,0,0,0,62989.18261
298,0,0,0,63573.74845
299,0,0,0,61939.35364
300,0,0,0,62645.41109
301,0,0,0,63245.35
302,0,0,0,61520.51675
303,0,0,0,63196.24642
304,0,0,0,62131.40987
305,0,0,0,61722.19033
306,0,0,0,62771.66177
307,0,0,0,61664.33869
308,0,0,0,63168.41232
309,0,0,0,62538.19981
310,0,0,0,63805.52617
311,0,0,0,62810.08894
312,0,0,0,63393.44575
313,0,0,0,62146.12361
314,0,0,0,63107.70021
315,0,0,0,63579.56166
316,0,0,0,63284.69968
317,0,0,0,63760.17822
318,0,0,0,63528.63589
319,0,0,0,62008.07091
320,0,0,0,62826.19163
321,0,0,0,63755.58396
322,0,0,0,63039.09548
323,0,0,0,63864.44398
324,0,0,0,62033.36506
325,0,0,0,61738.43664
326,0,0,0,62605.6729
327,0,0,0,63117.81606
328,0,0,0,61954.96276
329,0,0,0,61630.37758
330,0,0,0,63251.12908
331,0,0,0,62400.71849
332,0,0,0,61510.27354
333,0,0,0,62588.063
334,0,0,0,63395.44714
335,0,0,0,62416.94705
336,0,0,0,61884.7451
337,0,0,0,62497.57029
338,0,0,0,63795.05657
339,0,0,0,63805.05809
340,0,0,0,63769.87371
341,0,0,0,62791.68709
342,0,0,0,63476.90288
343,0,0,0,63283.58428
344,0,0,0,61618.59256
345,0,0,0,62079.35566
346,0,0,0,61540.4817
347,0,0,0,62409.81796
348,0,0,0,63005.67445
349,0,0,0,62585.75671
350,0,0,0,63330.76505
351,0,0,0,63223.05858
352,0,0,0,61726.20735
353,0,0,0,61784.78938
354,0,0,0,63050.56168
355,0,0,0,61551.32841
356,0,0,0,63225.05965
357,0,0,0,63295.09835
358,0,0,0,61746.37988
359,0,0,0,62611.66062
360,0,0,0,63291.52197
361,0,0,0,61794.75373
362,0,0,0,62520.18765
363,0,0,0,61697.55883
364,0,0,0,63505.61727
365,0,0,0,63723.20562
366,0,0,0,61614.8586
367,0,0,0,62424.82187
368,0,0,0,62139.01863
369,0,0,0,63275.33385
370,0,0,0,62834.69585
371,0,0,0,62740.38524
372,0,0,0,63709.64789
373,0,0,0,63152.21807
374,0,0,0,63447.49856
375,0,0,0,63538.84693
376,0,0,0,63518.69583
377,0,0,0,62092.64502
378,0,0,0,61690.89979
379,0,0,0,62824.92064
380,0,0,0,62959.53912
381,0,0,0,63398.36957
382,0,0,0,61726.35419
383,0,0,0,62569.9184
384,0,0,0,61854.12764
385,0,0,0,61727.33059
386,0,0,0,63214.1429
387,0,0,0,63788.53298
388,0,0,0,63463.94992
389,0,0,0,62369.87225
390,0,0,0,61713.94548
391,0,0,0,61877.62201
392,0,0,0,63610.56961
393,0,0,0,62582.88595
394,0,0,0,62190.6097
395,0,0,0,63066.31189
396,0,0,0,62069.13873
397,0,0,0,61787.67346
398,0,0,0,63843.82364
399,0,0,0,63515.64546
400,0,0,0,62636.73366
401,0,0,0,62939.73411
402,0,0,0,63867.23724
403,0,0,0,62277.39033
404,0,0,0,62267.80162
405,0,0,0,63890.80048
406,0,0,0,63533.35205
407,0,0,0,62238.66056
408,0,0,0,63662.64215
409,0,0,0,64001.22826
410,0,0,0,63778.56619
411,0,0,0,62277.86242
412,0,0,0,63862.37737
413,0,0,0,62160.96265
414,0,0,0,63901.77694
415,0,0,0,62744.17933
416,0,0,0,63306.38436
417,0,0,0,63923.07538
418,0,0,0,63139.47487
419,0,0,0,62304.84793
420,0,0,0,63013.75297
421,0,0,0,63836.76873
422,0,0,0,63622.87802
423,0,0,0,63237.55325
424,0,0,0,61611.6902
425,0,0,0,63488.67774
426,0,0,0,61891.40409
427,0,0,0,63212.51505
428,0,0,0,62677.27652
429,0,0,0,63642.30806
430,0,0,0,62718.24962
431,0,0,0,63230.91232
432,0,0,0,63828.32971
433,0,0,0,63286.3384
434,0,0,0,62135.21688
435,0,0,0,62210.03524
436,0,0,0,63209.49798
437,0,0,0,61894.86098
438,0,0,0,63629.24022
439,0,0,0,62845.73678
440,0,0,0,62363.15014
441,0,0,0,62459.7975
442,0,0,0,61806.4677
443,0,0,0,61762.65483
444,0,0,0,63361.49414
445,0,0,0,61524.71977
446,0,0,0,62532.41543
447,0,0,0,63687.4203
448,0,0,0,61851.64537
449,0,0,0,61551.41197
450,0,0,0,63773.68142
451,0,0,0,62441.61163
452,0,0,0,61587.11756
453,0,0,0,61632.60191
454,0,0,0,63630.34268
455,0,0,0,63741.1437
456,0,0,0,61738.86184
457,0,0,0,61881.708
458,0,0,0,62589.65334
459,0,0,0,62382.63999
460,0,0,0,62702.0723
461,0,0,0,62692.77521
462,0,0,0,63542.57751
463,0,0,0,63912.11479
464,0,0,0,61836.53045
465,0,0,0,63986.0406
466,0,0,0,61772.60548
467,0,0,0,63355.02504
468,0,0,0,62195.17378
469,0,0,0,63258.29342
470,0,0,0,63708.75356
471,0,0,0,63550.77134
472,0,0,0,63159.042
473,0,0,0,62588.49699
474,0,0,0,63705.1788
475,0,0,0,63296.00939
476,0,0,0,63589.25381
477,0,0,0,63275.44059
478,0,0,0,62961.93592
479,0,0,0,62586.96583
480,0,0,0,64038.53146
481,0,0,0,63292.79024
482,0,0,0,62365.70418
483,0,0,0,63008.96985
484,0,0,0,63382.0581
485,0,0,0,63936.26345
486,0,0,0,63007.95247
487,0,0,0,62719.96542
488,0,0,0,61590.02146
489,0,0,0,63078.4799
490,0,0,0,61553.63818
491,0,0,0,61845.81926
