P16,,,,
Dia,Oil Rate SC  [Ruído],Water Rate SC  [Ruído],Gas Rate SC  [Ruído],Well Bottom-hole Pressure   [Ruído]
3045,2040.04,2223.96,1330660,53381.2
3046,2356.48,2569.2,1643820,52527.2
3047,2346.04,2555.14,1581050,51901.9
3048,2069.68,2240.71,1328400,53111.9
3049,2052.22,2229.71,1319670,53268.3
3050,2043.89,2223.78,1319890,53336.6
3051,2039.5,2221.39,1320810,53369
3052,2038.54,2222.72,1323610,53382.6
3053,2038.23,2224.45,1326010,53390.6
3054,2037.8,2225.67,1327780,53397.9
3055,2037.21,2226.53,1329110,53405.1
3056,2037.42,2227.84,1330770,53410.6
3057,2035.61,2227.28,1330380,53423.2
3058,2035.39,2228.38,1331100,53432.7
3059,2034.46,2228.37,1331510,53444.1
3060,2034,2227.49,1332730,53450.2
3061,2033.51,2226.52,1333570,53455.8
3062,2033.77,2226.38,1334710,53459
3063,2033.83,2226.36,1335620,53461.9
3064,2033.73,2226.36,1336300,53465.3
3065,2034.94,2225.29,1336580,53470.5
3066,2033.49,2223.73,1336830,53480
3067,2033.54,2224.6,1338120,53482.7
3068,2033.66,2225.79,1339190,53484.7
3069,2033.61,2226.81,1339870,53487.8
3070,2033.08,2227.61,1340370,53492.4
3071,2033.06,2229.14,1341400,53495.3
3072,2032.04,2229.65,1341520,53501.1
3073,2031.17,2230.43,1341880,53506.8
3074,2030.89,2232,1342870,53510.8
3075,2029.67,2232.57,1343010,53517.2
3076,2029.25,2234.15,1343970,53521.6
3077,0,0,0,58306
3078,2108.02,2268.41,1299710,53956.3
3079,2043.27,2233.25,1333050,53741.5
3080,2036.25,2238.34,1345180,53648.4
3081,2035.45,2241.19,1348010,53608.7
3082,2034.04,2240.13,1347830,53598.3
3083,2033.26,2239.7,1348810,53594.4
3084,2032.14,2239.58,1349740,53594.7
3085,2031.41,2240.88,1351070,53595.8
3086,2030.3,2242.25,1352030,53598.2
3087,2028.87,2243.84,1352620,53602.7
3088,2027.36,2245.85,1353170,53607.9
3089,2025.98,2248.42,1353880,53613
3090,2024.13,2250.92,1354130,53619.4
3091,2022.4,2253.84,1354400,53626
3092,2020.01,2255.64,1354680,53632.2
3093,2018.02,2257.79,1355940,53633
3094,2015.54,2260.61,1356110,53634.9
3095,2012.89,2263.64,1355360,53639.4
3096,2010.24,2265.52,1355110,53642.4
3097,2007.4,2266.12,1355260,53643
3098,2004.16,2266.27,1355040,53643.5
3099,2001.5,2268.4,1355160,53640.7
3100,1998.5,2270.72,1354860,53638.4
3101,1995.38,2272.74,1354320,53636.3
3102,1992.26,2274.01,1353650,53634.3
3103,1622.83,1840.99,1011800,54642.9
3104,1548.19,1766.3,1004140,55562.8
3105,1540.51,1770.04,1012910,55652.8
3106,0,0,0,59196.5
3107,0,0,0,60983.4
3108,0,0,0,61236.2
3109,0,0,0,61399
3110,0,0,0,61528.3
3111,0,0,0,61633.8
3112,1690.31,2076.04,1028320,58248
3113,1547.74,1831.12,986838,56455.2
3114,1534.06,1858.87,997706,56154.6
3115,1508.93,1843.25,1004890,56094.4
3116,1505.72,1850.92,1018900,55990.3
3117,1513.27,1860.61,1028130,55885.8
3118,1702.08,2082.66,1201330,55316.3
3119,1554.23,1886.46,1040070,55327.7
3120,1521.59,1843.96,1025880,55686.2
3121,1523.12,1836.31,1028330,55682.7
3122,1521.89,1828.66,1028920,55671
3123,1522.2,1823.03,1031030,55657.5
3124,1523.95,1820.93,1033880,55636.5
3125,1525.31,1820.22,1036040,55614.8
3126,1719.37,2046.18,1216740,55070.9
3127,1530.03,1820.54,1035760,55490.5
3128,1529.37,1823.9,1037320,55513.9
3129,1527.03,1822.76,1036620,55519.1
3130,1899.73,2253.99,1392160,54512.8
3131,1776.07,2115.79,1233050,54051.4
3132,1747.11,2081.65,1204640,54418.8
3133,1745.9,2083.05,1203350,54403.4
3134,1555.04,1862.37,1032130,54893.9
3135,1525.69,1829.77,1022820,55313.6
3136,1518.51,1825.18,1024000,55351.6
3137,1517.24,1827.61,1028000,55352.3
3138,1689.88,2034.7,1190350,54875.4
3139,1715.53,2073.12,1203790,54441
3140,1722.82,2084.26,1203230,54353.4
3141,1720.42,2083.4,1196180,54320.8
3142,0,0,0,58916.3
3143,0,0,0,61221.5
3144,0,0,0,61500.5
3145,1655.08,2111.51,983455,57487.1
3146,1584.42,1936.55,1019530,55546.1
3147,1487.88,1831.98,995203,55638.5
3148,1505.71,1859.84,1021670,55465.8
3149,1506.86,1865.42,1028440,55383
3150,1506.37,1864.4,1031060,55346.4
3151,1513.32,1837.93,1040980,55324.3
3152,1513.85,1840.45,1045590,55297
3153,1511.38,1839.28,1047960,55287.5
3154,1509.26,1841.29,1049740,55273.8
3155,1471.43,1938.82,1012860,55010.5
3156,1456.29,1826.38,991723,55130.2
3157,1498.98,1801.49,1032930,55071.4
3158,1708.37,2002.65,1233160,54483.9
3159,1506.32,1767.82,1036370,54925.8
3160,1510.86,1787.13,1049400,54949.9
3161,1505.2,1791.59,1047420,54962.3
3162,1500.23,1793.83,1046920,54970.8
3163,1496.25,1795.52,1048150,54975.4
3164,1318.54,1589.39,893176,55462.4
3165,1290.82,1567.41,885496,55869.5
3166,1286.06,1567.44,886765,55912.8
3167,1422.93,1735.55,1014600,55545.6
3168,1305.78,1597.44,899809,55596.8
3169,1282.16,1576.31,889099,55903.4
3170,1279.9,1578.25,889298,55924.2
3171,1278.36,1579.15,889691,55935.6
3172,1277.1,1579.64,890231,55942.9
3173,1290.39,1572.25,896719,55971.9
3174,1286.09,1570.63,895708,55984.2
3175,1287.59,1563.25,896956,56004.8
3176,1420.34,1727.05,1018400,55651.2
3177,1449.84,1738.21,1034520,55331.9
3178,1319.42,1576.55,915468,55654.7
3179,1304.05,1556.62,911517,55942.4
3180,1299.11,1548.89,912318,55986.3
3181,1298.84,1547.7,916913,56002.4
3182,1299.38,1548.84,921494,56008.1
3183,1299.58,1551.03,925140,56010.1
3184,1299,1553.12,927649,56013
3185,1298.04,1555.42,929451,56015.2
3186,1296.3,1557.03,930334,56019.8
3187,1294.25,1558.25,930801,56025.4
3188,1292.52,1559.68,931449,56029.8
3189,1290.89,1561.05,932124,56033.6
3190,1289.38,1562.37,932836,56036.9
3191,1287.58,1563.17,933221,56041.1
3192,1287.1,1565.82,934723,56041.6
3193,1286.01,1567.4,935472,56043.5
3194,1285.03,1568.75,936213,56045.6
3195,1434.2,1746.47,1075720,55648.5
3196,1454.94,1771.18,1085330,55293.9
3197,1299.33,1586.94,940968,55667.9
3198,1281.49,1571.32,935572,55983.1
3199,1280.54,1572.94,937754,56002.9
3200,1279.37,1573.2,939276,56012.3
3201,1427.55,1749.9,1078880,55621.9
3202,1447.88,1774.77,1088820,55270.5
3203,1448.71,1775.97,1089130,55222.8
3204,0,0,0,59362.2
3205,1395.26,1714.84,1045510,55670.6
3206,1408.07,1729.12,1056210,55389.8
3207,1407.38,1728.47,1057740,55364
3208,1407.87,1727.93,1060220,55349.3
3209,1283.65,1579.14,948224,55674.9
3210,1276.31,1573.26,951308,55909.3
3211,1273.3,1571.84,951885,55938.1
3212,1272.04,1572.84,953499,55953.4
3213,1270.31,1573.46,954230,55963.8
3214,1269.19,1575.14,955124,55969.6
3215,1267.49,1576.62,955214,55974.5
3216,1265.49,1576.03,955212,55984.4
3217,1264.4,1577.19,956093,55988.4
3218,1231.83,1766.89,1017020,55897.8
3219,1280.39,1422.27,1005720,54942.4
3220,1325.73,1398.32,1036640,54775.5
3221,1322.1,1410.18,1026690,54738.9
3222,1322.41,1422.22,1022870,54709.4
3223,1318.93,1425.64,1016190,54706.6
3224,1316.33,1428.09,1011010,54705.9
3225,1314.3,1428.86,1006910,54707.4
