P11,,,,
Dia,Oil Rate SC  [Ruído],Water Rate SC  [Ruído],Gas Rate SC  [Ruído],Well Bottom-hole Pressure   [Ruído]
3045,4899.74,16.63,2194880,53065.7
3046,6051.55,22.5074,2712140,52602.7
3047,5654.2,20.598,2536800,52431.2
3048,4971.14,17.082,2227300,52923.6
3049,4930.89,16.8497,2210140,52988.9
3050,4908.87,16.7389,2201120,53019.2
3051,4902.65,16.7131,2199020,53031.1
3052,4899.2,16.701,2198100,53039
3053,4896.97,16.6953,2197680,53044.7
3054,4895.42,16.693,2197520,53049.1
3055,4893.88,16.6903,2197350,53052.9
3056,4890.72,16.6786,2196450,53057.5
3057,4886.56,16.6604,2195100,53063.3
3058,4885.29,16.6591,2195020,53066.6
3059,4883.98,16.657,2194910,53069.9
3060,4882.63,16.6546,2194770,53073.1
3061,4881.75,16.6555,2194800,53075.8
3062,4880.51,16.6534,2194670,53078.7
3063,4879.3,16.6513,2194550,53081.6
3064,4878.05,16.6483,2194400,53084.6
3065,4875.95,16.6407,2193860,53088
3066,4875.34,16.641,2194000,53090.6
3067,4874.55,16.6402,2194050,53093.2
3068,4872.14,16.63,2194310,53096.8
3069,4872.24,16.636,2195170,53098.8
3070,4872.28,16.6407,2195780,53100.6
3071,4872.74,16.6467,2196460,53102.2
3072,4871.85,16.6459,2196470,53104.3
3073,4871.45,16.6476,2196650,53106.4
3074,4871.38,16.6505,2196960,53108.3
3075,4870.7,16.6509,2196970,53110.3
3076,4870.56,16.6534,2197220,53112.3
3077,5483.17,19.8115,2474510,52868.4
3078,4918.68,16.9148,2221700,53058
3079,4876.76,16.6942,2204330,53098.8
3080,4868.61,16.6579,2201700,53111.3
3081,4867.28,16.659,2201560,53115.8
3082,4867.64,16.6682,2201790,53118
3083,4867.69,16.6721,2201930,53120.2
3084,4867.67,16.6766,2201930,53122.1
3085,4867.74,16.6809,2201950,53123.9
3086,4867.47,16.6781,2202070,53126.4
3087,4864.84,16.6641,2202390,53130.2
3088,4864.83,16.6686,2204200,53132.6
3089,4865.68,16.6772,2205820,53134
3090,4865.21,16.6788,2206480,53135.9
3091,4865.81,16.686,2207240,53137.3
3092,4865.9,16.6904,2207530,53138.8
3093,4866.28,16.6956,2207750,53140.3
3094,4866.52,16.7001,2207770,53141.9
3095,4866.9,16.7051,2207740,53143.5
3096,4867.01,16.7092,2207530,53145.2
3097,4845.22,16.6208,2207290,53157
3098,4861.53,16.7246,2210600,53149.1
3099,4862.04,16.7318,2207960,53150.1
3100,4863.66,16.7419,2206630,53151.6
3101,4864.28,16.7484,2205520,53153.5
3102,4864.17,16.7547,2204470,53155.6
3103,3640.85,10.4185,1648480,53648.6
3104,3685.29,10.5182,1665480,53985.6
3105,3684.07,10.4962,1664930,54036.8
3106,4022.39,12.2309,1818150,53934.4
3107,4019.38,12.2498,1817660,53865
3108,4030.5,12.3138,1822560,53866.2
3109,4044.17,12.3911,1828610,53868.4
3110,4049.79,12.4259,1831020,53874.9
3111,4053.45,12.4519,1832540,53882.8
3112,3707.67,10.6851,1675730,54031.5
3113,3729.99,10.7711,1684890,54126.6
3114,3725.09,10.7513,1682580,54154.5
3115,3722.58,10.7496,1681360,54174.4
3116,3717.77,10.7354,1679090,54194.2
3117,3715.36,10.7341,1677900,54211.5
3118,4338.43,13.9249,1960140,53975.9
3119,3701.08,10.7468,1672750,54072.2
3120,3724.43,10.8285,1681680,54222
3121,3721.45,10.825,1680220,54245.8
3122,3720.99,10.8391,1679930,54262.8
3123,3721.66,10.8587,1680150,54277.1
3124,3722.25,10.8774,1680330,54290
3125,3723.36,10.8988,1680740,54301.8
3126,4364.47,14.167,1971130,54055.5
3127,3745.4,11.0658,1690720,54276.2
3128,3738.83,11.0334,1687440,54308.7
3129,3736.88,11.0379,1686450,54325.3
3130,0,0,0,55827.8
3131,0,0,0,57316.9
3132,0,0,0,57759.4
3133,0,0,0,58043.1
3134,3867.54,4.9969,1729550,55136.9
3135,3811.79,10.1859,1714950,54685.3
3136,3796.01,10.5348,1709510,54603.8
3137,3784.82,10.6995,1705180,54565
3138,4363.06,13.6546,1967490,54307.5
3139,4336.94,13.6865,1957560,54139.2
3140,4347.33,13.8037,1962340,54102.4
3141,4357.07,13.8863,1966810,54079.3
3142,4841.48,16.2926,2186550,53873.2
3143,4830.33,16.3186,2183040,53730.2
3144,4839.75,16.3948,2187240,53701.1
3145,3774.75,11.1237,1704290,54114.6
3146,3817.01,11.2491,1720770,54390.1
3147,3816.51,11.2503,1720660,54426.4
3148,3805.07,11.2164,1715580,54451.9
3149,3801.41,11.2293,1714000,54468.5
3150,3799.36,11.2508,1713170,54481.1
3151,3796.4,11.2731,1711880,54491.5
3152,3796.01,11.3112,1711720,54499.6
3153,3796.25,11.3531,1711840,54506
3154,3796.66,11.3962,1712030,54511.8
3155,3811.3,11.5115,1718670,54509
3156,3819.48,11.5939,1722390,54506.6
3157,3808.28,11.5803,1717270,54517.3
3158,4467.4,14.882,2015710,54259.8
3159,3828.26,11.7991,1726530,54472.7
3160,3813.14,11.7417,1719320,54511.1
3161,3811.67,11.7719,1718610,54523.1
3162,3812.67,11.8156,1719050,54529.7
3163,3813.39,11.8578,1719360,54535.2
3164,3241.44,9.06402,1460630,54769.8
3165,3267.46,9.16711,1471120,54921.2
3166,3266.4,9.18399,1470630,54948.5
3167,0,0,0,56258.8
3168,3314.84,4.76327,1485150,55313.3
3169,3290.42,8.90787,1479720,55112.9
3170,3279.62,9.07247,1475700,55082.9
3171,3277.56,9.16858,1475130,55073.9
3172,3276.93,9.23553,1475040,55072
3173,3275.32,9.27786,1474410,55074.9
3174,3275.76,9.3217,1474640,55079.2
3175,3276.18,9.36009,1474850,55084.1
3176,3699.08,11.4451,1665980,54919.9
3177,3686.58,11.4582,1661360,54816.3
3178,3254.72,9.38566,1466090,54980
3179,3281.69,9.49252,1477350,55081.4
3180,3280.6,9.4999,1476820,55098.4
3181,3278.88,9.51023,1476050,55111.2
3182,3277.72,9.52763,1475530,55121.5
3183,3277.37,9.55121,1475370,55130
3184,3277.14,9.57699,1475270,55137.5
3185,3277.35,9.60553,1475370,55144.1
3186,3276.57,9.62972,1475010,55150.9
3187,3275.7,9.65345,1474610,55157.6
3188,3276.03,9.68299,1474750,55163.2
3189,3276.51,9.71305,1474960,55168.5
3190,3277.06,9.743,1475200,55173.4
3191,3274.44,9.75724,1474020,55179.4
3192,3277.9,9.79926,1475590,55183.3
3193,3279.53,9.83364,1476320,55187.1
3194,3280.93,9.86722,1476950,55190.9
3195,3765.16,12.2352,1695730,55000.7
3196,3750.28,12.2475,1690190,54878
3197,3256.2,9.89445,1466810,55059.3
3198,3291.43,10.0545,1481550,55168.6
3199,3287.83,10.0573,1479870,55185
3200,3287.37,10.0784,1479680,55194.1
3201,3767.45,12.4302,1696620,55008
3202,3753.7,12.443,1691630,54887.9
3203,3758.35,12.5106,1693730,54869.6
3204,3559.46,11.5797,1603800,54941.6
3205,3663.59,12.0733,1649530,55026.6
3206,3653.6,12.0868,1646040,54947.4
3207,3655.4,12.1327,1646840,54943.4
3208,3657.39,12.1775,1647690,54941.6
3209,3258.79,10.2612,1467560,55101.5
3210,3295.62,10.4341,1483320,55190.5
3211,3293.66,10.4455,1482400,55207
3212,3289.39,10.4468,1480490,55219.7
3213,3290.03,10.472,1480800,55227.5
3214,3289.59,10.4922,1480630,55234.4
3215,3289.48,10.5143,1480590,55240.4
3216,3289.28,10.535,1480520,55245.8
3217,3288.94,10.5545,1480390,55250.9
3218,3271.57,10.4899,1472570,55262.5
3219,3275.49,10.5282,1474360,55267
3220,3267.18,10.5059,1470600,55279
3221,3266.13,10.5199,1470150,55284.5
3222,3267.8,10.548,1470920,55288.2
3223,3271.71,10.5868,1472720,55290
3224,3274.94,10.622,1474210,55291.7
3225,3277.42,10.6537,1475360,55293.7
